SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,Premera Blue Cross of AK - All Plans ,Premera Blue Cross of AK - CHS Employees - All Plans ,Aetna HMO PPO POS - All Plans ,Aetna AK Care (State) HMO PPO POS - All Plans ,Pacific Health Coalition PPO - All Plans ,United Healthcare PPO POS - All Plans ,Cigna PPO - All Plans ,MODA PPO - All Plans ,Multiplan PPO - All Plans 
1855201,COG SKL DV IN15 COTA,97129,265,2/13/2023,132.5,79.5,121.635,248.835,128.79,121.635,185.765,178.61,149.99,176.755,190.535,197.955,248.835
1314852,CULTURE SCREEN ONLY,87081,45,2/13/2023,22.5,13.5,20.655,42.255,21.87,20.655,31.545,30.33,25.47,30.015,32.355,33.615,42.255
1217991,METOPROLO 1MG/ML 5ML,,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1317093,MOLEC PATH LEV 3,81402,638,2/13/2023,319,191.4,292.842,599.082,310.068,292.842,447.238,430.012,361.108,425.546,458.722,476.586,599.082
1691128,IR-RMVL TU CVAD W SQ,36590,4853,2/13/2023,2426.5,1455.9,2227.527,4556.967,2358.558,2227.527,3401.953,3270.922,2746.798,3236.951,3489.307,3625.191,4556.967
1210101,PRIMATRIX PER SQ CM,Q4110,628,2/13/2023,314,188.4,288.252,589.692,305.208,288.252,440.228,423.272,355.448,418.876,451.532,469.116,589.692
1211038,MIDAZOL HCL 1MG INJ,J2250,9.4,2/13/2023,4.7,2.82,4.3146,8.8266,4.5684,4.3146,6.5894,6.3356,5.3204,6.2698,6.7586,7.0218,8.8266
1414876,PRSTHS PENILE INFL 2,C1813,14094,2/13/2023,7047,4228.2,6469.146,13234.266,6849.684,6469.146,9879.894,9499.356,7977.204,9400.698,10133.586,10528.218,13234.266
182502,DIRECT ADMIT TO OBS,G0379,2862,2/13/2023,1431,858.6,1313.658,2687.418,1390.932,1313.658,2006.262,1928.988,1619.892,1908.954,2057.778,2137.914,2687.418
1314243,ESTROGEN TOTAL,82672,183,2/13/2023,91.5,54.9,83.997,171.837,88.938,83.997,128.283,123.342,103.578,122.061,131.577,136.701,171.837
1219895,CLOT1/BETA.05%CR 15G,,105,2/13/2023,52.5,31.5,48.195,98.595,51.03,48.195,73.605,70.77,59.43,70.035,75.495,78.435,98.595
1533122,CHEMO PUMP INF GT 8H,96425,1443,2/13/2023,721.5,432.9,662.337,1354.977,701.298,662.337,1011.543,972.582,816.738,962.481,1037.517,1077.921,1354.977
1921212,THERAPEUTIC DX SQ IM,96372,303,2/13/2023,151.5,90.9,139.077,284.517,147.258,139.077,212.403,204.222,171.498,202.101,217.857,226.341,284.517
1633861,S-N BLOC INJ LUMBAR,SURG,3342,2/13/2023,1671,1002.6,1533.978,3138.138,1624.212,1533.978,2342.742,2252.508,1891.572,2229.114,2402.898,2496.474,3138.138
1061571,IC-PRQ DE COR REV CH,C9607,55666,2/13/2023,27833,16699.8,25550.694,52270.374,27053.676,25550.694,39021.866,37518.884,31506.956,37129.222,40023.854,41582.502,52270.374
1217749,BELLADONNA/OPIUM 15A,,103,2/13/2023,51.5,30.9,47.277,96.717,50.058,47.277,72.203,69.422,58.298,68.701,74.057,76.941,96.717
7212274,HYDROMORPH UP TO 4MG,J1170,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1061913,IR-ANGIO EXTREM UNI,75710,14243,2/13/2023,7121.5,4272.9,6537.537,13374.177,6922.098,6537.537,9984.343,9599.782,8061.538,9500.081,10240.717,10639.521,13374.177
7211841,INFLIXIMAB 10 MG INJ,J1745,420,2/13/2023,210,126,192.78,394.38,204.12,192.78,294.42,283.08,237.72,280.14,301.98,313.74,394.38
1417056,TISSUE NON-HUMAN 8,C1763,41476,2/13/2023,20738,12442.8,19037.484,38945.964,20157.336,19037.484,29074.676,27954.824,23475.416,27664.492,29821.244,30982.572,38945.964
282813,DELIVERY LEVEL 3,,14431,2/13/2023,7215.5,4329.3,6623.829,13550.709,7013.466,6623.829,10116.131,9726.494,8167.946,9625.477,10375.889,10779.957,13550.709
265124,R&B MNTL HLTH SEMI,,12665,2/13/2023,6332.5,3799.5,5813.235,11892.435,6155.19,5813.235,8878.165,8536.21,7168.39,8447.555,9106.135,9460.755,11892.435
1631538,CT-THOR SPINE WO,72128,3486,2/13/2023,1743,1045.8,1600.074,3273.354,1694.196,1600.074,2443.686,2349.564,1973.076,2325.162,2506.434,2604.042,3273.354
1314314,"METHEMOGLOBIN, QUAN",83050,55,2/13/2023,27.5,16.5,25.245,51.645,26.73,25.245,38.555,37.07,31.13,36.685,39.545,41.085,51.645
7212335,FONDAPARIN 0.5MG INJ,J1652,49,2/13/2023,24.5,14.7,22.491,46.011,23.814,22.491,34.349,33.026,27.734,32.683,35.231,36.603,46.011
8611001,FL-FNA W IMG ADD LES,MANUL,1190,2/13/2023,595,357,546.21,1117.41,578.34,546.21,834.19,802.06,673.54,793.73,855.61,888.93,1117.41
1061289,P-REMOV LOOP REC,33286,5765,2/13/2023,2882.5,1729.5,2646.135,5413.335,2801.79,2646.135,4041.265,3885.61,3262.99,3845.255,4145.035,4306.455,5413.335
1710904,"BLD GAS-PH,PO2,PCO2",82803,559,2/13/2023,279.5,167.7,256.581,524.901,271.674,256.581,391.859,376.766,316.394,372.853,401.921,417.573,524.901
1314280,"GLUCOSE, QUANT",82947,66,2/13/2023,33,19.8,30.294,61.974,32.076,30.294,46.266,44.484,37.356,44.022,47.454,49.302,61.974
1417110,FALLOPIAN BANDS,C1889,3670,2/13/2023,1835,1101,1684.53,3446.13,1783.62,1684.53,2572.67,2473.58,2077.22,2447.89,2638.73,2741.49,3446.13
1213211,FERR SULF 325MG ECTB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1210557,CEFAZOLIN 500MG INJ,J0690,12,2/13/2023,6,3.6,5.508,11.268,5.832,5.508,8.412,8.088,6.792,8.004,8.628,8.964,11.268
1532122,REFIL MAIN PORT PUMP,96521,922,2/13/2023,461,276.6,423.198,865.758,448.092,423.198,646.322,621.428,521.852,614.974,662.918,688.734,865.758
1219042,MEDROXYPROGES 5MG TB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1219960,NITROGLYCRN 2%OINTPK,,31,2/13/2023,15.5,9.3,14.229,29.109,15.066,14.229,21.731,20.894,17.546,20.677,22.289,23.157,29.109
1314873,MACRO EXAM ARTHROPOD,87168,31,2/13/2023,15.5,9.3,14.229,29.109,15.066,14.229,21.731,20.894,17.546,20.677,22.289,23.157,29.109
8611062,S-SEC ART M THRO ADD,SURG,2205,2/13/2023,1102.5,661.5,1012.095,2070.495,1071.63,1012.095,1545.705,1486.17,1248.03,1470.735,1585.395,1647.135,2070.495
1693771,S-JOINT ASP-INJ SM,20600,1013,2/13/2023,506.5,303.9,464.967,951.207,492.318,464.967,710.113,682.762,573.358,675.671,728.347,756.711,951.207
1315350,VLT-GTD CA CHN AB EA,86596,298,2/13/2023,149,89.4,136.782,279.822,144.828,136.782,208.898,200.852,168.668,198.766,214.262,222.606,279.822
1913262,IV THER AD SEQ 1 HR,96367,802,2/13/2023,401,240.6,368.118,753.078,389.772,368.118,562.202,540.548,453.932,534.934,576.638,599.094,753.078
1581062,BR-TOMO MAMM SCR BI,77063,248,2/13/2023,124,74.4,113.832,232.872,120.528,113.832,173.848,167.152,140.368,165.416,178.312,185.256,232.872
1314732,HEPATITIS C AB TEST,86803,232,2/13/2023,116,69.6,106.488,217.848,112.752,106.488,162.632,156.368,131.312,154.744,166.808,173.304,217.848
1217224,GENTAMCYI.3%OIN 3.5G,,183,2/13/2023,91.5,54.9,83.997,171.837,88.938,83.997,128.283,123.342,103.578,122.061,131.577,136.701,171.837
1211411,EPHEDRIN 5MG/ML 10ML,,50,2/13/2023,25,15,22.95,46.95,24.3,22.95,35.05,33.7,28.3,33.35,35.95,37.35,46.95
1710907,METHACHOLINE CHALLEN,94070,3647,2/13/2023,1823.5,1094.1,1673.973,3424.533,1772.442,1673.973,2556.547,2458.078,2064.202,2432.549,2622.193,2724.309,3424.533
1213990,EMPAGLIFLOZ 25MG TAB,,66,2/13/2023,33,19.8,30.294,61.974,32.076,30.294,46.266,44.484,37.356,44.022,47.454,49.302,61.974
265123,R&B PEDIATRIC SEMI,,6092,2/13/2023,3046,1827.6,2796.228,5720.388,2960.712,2796.228,4270.492,4106.008,3448.072,4063.364,4380.148,4550.724,5720.388
1621554,US-CAROTID DPLX SCAN,93880,1757,2/13/2023,878.5,527.1,806.463,1649.823,853.902,806.463,1231.657,1184.218,994.462,1171.919,1263.283,1312.479,1649.823
7211157,OXYCO7.5-APAP325MGTB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1314713,PARVOVIRUS AB,86747,130,2/13/2023,65,39,59.67,122.07,63.18,59.67,91.13,87.62,73.58,86.71,93.47,97.11,122.07
1621575,US-PELV PREG 14 WKS,76801,839,2/13/2023,419.5,251.7,385.101,787.821,407.754,385.101,588.139,565.486,474.874,559.613,603.241,626.733,787.821
7212142,DEX 5%/WATER 1000ML,J7070,182,2/13/2023,91,54.6,83.538,170.898,88.452,83.538,127.582,122.668,103.012,121.394,130.858,135.954,170.898
1660050,LE-PELVIS DR,72170,786,2/13/2023,393,235.8,360.774,738.054,381.996,360.774,550.986,529.764,444.876,524.262,565.134,587.142,738.054
1314450,"WESTERN BLOT, PROBE",84182,122,2/13/2023,61,36.6,55.998,114.558,59.292,55.998,85.522,82.228,69.052,81.374,87.718,91.134,114.558
1314449,WESTERN BLOT,84181,999,2/13/2023,499.5,299.7,458.541,938.061,485.514,458.541,700.299,673.326,565.434,666.333,718.281,746.253,938.061
1219407,INDOCYAN GREEN 25MG,,410,2/13/2023,205,123,188.19,384.99,199.26,188.19,287.41,276.34,232.06,273.47,294.79,306.27,384.99
1630013,CT-PERC CHOLECYSTOST,47490,3344,2/13/2023,1672,1003.2,1534.896,3140.016,1625.184,1534.896,2344.144,2253.856,1892.704,2230.448,2404.336,2497.968,3140.016
1414405,CATH-INFUS PERIF 6,C1751,3372,2/13/2023,1686,1011.6,1547.748,3166.308,1638.792,1547.748,2363.772,2272.728,1908.552,2249.124,2424.468,2518.884,3166.308
1414630,GUIDEWIRE LEVEL 6,C1769,6977,2/13/2023,3488.5,2093.1,3202.443,6551.403,3390.822,3202.443,4890.877,4702.498,3948.982,4653.659,5016.463,5211.819,6551.403
2072337,NEG PRES WND GT 50CM,97606,1792,2/13/2023,896,537.6,822.528,1682.688,870.912,822.528,1256.192,1207.808,1014.272,1195.264,1288.448,1338.624,1682.688
1317027,FMR1 GENE ANALY AB,81243,208,2/13/2023,104,62.4,95.472,195.312,101.088,95.472,145.808,140.192,117.728,138.736,149.552,155.376,195.312
1314174,CARBON MONOXIDE QUAN,82375,96,2/13/2023,48,28.8,44.064,90.144,46.656,44.064,67.296,64.704,54.336,64.032,69.024,71.712,90.144
1211283,ERYTHRO 200MG/5ML 5M,,85,2/13/2023,42.5,25.5,39.015,79.815,41.31,39.015,59.585,57.29,48.11,56.695,61.115,63.495,79.815
7210279,LANSOPRAZOLE 15MG ST,,62,2/13/2023,31,18.6,28.458,58.218,30.132,28.458,43.462,41.788,35.092,41.354,44.578,46.314,58.218
1643795,S-SPINAL TAP DIAGNST,62270,3088,2/13/2023,1544,926.4,1417.392,2899.632,1500.768,1417.392,2164.688,2081.312,1747.808,2059.696,2220.272,2306.736,2899.632
1691369,IR-INSJ/RPLC STM LD,SURG,49206,2/13/2023,24603,14761.8,22585.554,46204.434,23914.116,22585.554,34493.406,33164.844,27850.596,32820.402,35379.114,36756.882,46204.434
1691248,IR-VASC EMB OCC BLED,SURG,56652,2/13/2023,28326,16995.6,26003.268,53196.228,27532.872,26003.268,39713.052,38183.448,32065.032,37786.884,40732.788,42319.044,53196.228
1214160,SACUT97-VALSA103MGTB,,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1211614,OSELTAMIVIR 30MG CAP,,53,2/13/2023,26.5,15.9,24.327,49.767,25.758,24.327,37.153,35.722,29.998,35.351,38.107,39.591,49.767
7210577,ESMOLOL 10MG/ML 250M,,1684,2/13/2023,842,505.2,772.956,1581.276,818.424,772.956,1180.484,1135.016,953.144,1123.228,1210.796,1257.948,1581.276
1218028,PHENYLEPH.5% SPR 15M,,31,2/13/2023,15.5,9.3,14.229,29.109,15.066,14.229,21.731,20.894,17.546,20.677,22.289,23.157,29.109
1160134,AD PROCEDURE GI LV 4,SURG,2537,2/13/2023,1268.5,761.1,1164.483,2382.243,1232.982,1164.483,1778.437,1709.938,1435.942,1692.179,1824.103,1895.139,2382.243
1414016,ANCHOR/SCRW LEVEL 16,C1713,31106,2/13/2023,15553,9331.8,14277.654,29208.534,15117.516,14277.654,21805.306,20965.444,17605.996,20747.702,22365.214,23236.182,29208.534
1217473,ISOSORB MON 30MGERTB,,13,2/13/2023,6.5,3.9,5.967,12.207,6.318,5.967,9.113,8.762,7.358,8.671,9.347,9.711,12.207
1218233,PYRIDOSTIGMI 60MG TB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
7212157,PYRIDOXINE 100MG INJ,J3415,94,2/13/2023,47,28.2,43.146,88.266,45.684,43.146,65.894,63.356,53.204,62.698,67.586,70.218,88.266
1633811,S-BX BONE DEEP,SURG,7963,2/13/2023,3981.5,2388.9,3655.017,7477.257,3870.018,3655.017,5582.063,5367.062,4507.058,5311.321,5725.397,5948.361,7477.257
1314678,FRANCISELLA TULARENS,86668,55,2/13/2023,27.5,16.5,25.245,51.645,26.73,25.245,38.555,37.07,31.13,36.685,39.545,41.085,51.645
1110811,OR LEV 1 EA ADD MIN,SURG,87,2/13/2023,43.5,26.1,39.933,81.693,42.282,39.933,60.987,58.638,49.242,58.029,62.553,64.989,81.693
1854965,ORTH TRN INI15MI OT,97760,406,2/13/2023,203,121.8,186.354,381.234,197.316,186.354,284.606,273.644,229.796,270.802,291.914,303.282,381.234
1212544,PIPER/TAZOB 1G/.125G,J2543,44,2/13/2023,22,13.2,20.196,41.316,21.384,20.196,30.844,29.656,24.904,29.348,31.636,32.868,41.316
1317522,BRCA1 2 SEQ FULL DD,81162,5109,2/13/2023,2554.5,1532.7,2345.031,4797.351,2482.974,2345.031,3581.409,3443.466,2891.694,3407.703,3673.371,3816.423,4797.351
1217543,LINEZOLID 600MG TAB,,366,2/13/2023,183,109.8,167.994,343.674,177.876,167.994,256.566,246.684,207.156,244.122,263.154,273.402,343.674
1621557,US-LW EXT DPX ART UN,93926,783,2/13/2023,391.5,234.9,359.397,735.237,380.538,359.397,548.883,527.742,443.178,522.261,562.977,584.901,735.237
1061575,S-TRNCTH THRM ART VN,SURG,5298,2/13/2023,2649,1589.4,2431.782,4974.822,2574.828,2431.782,3713.898,3570.852,2998.668,3533.766,3809.262,3957.606,4974.822
1315122,SIROLIMUS,80195,424,2/13/2023,212,127.2,194.616,398.136,206.064,194.616,297.224,285.776,239.984,282.808,304.856,316.728,398.136
1691365,IR-RV IVL STN ATH TB,SURG,49206,2/13/2023,24603,14761.8,22585.554,46204.434,23914.116,22585.554,34493.406,33164.844,27850.596,32820.402,35379.114,36756.882,46204.434
1210558,VANCOMYCIN 500MG INJ,J3370,30,2/13/2023,15,9,13.77,28.17,14.58,13.77,21.03,20.22,16.98,20.01,21.57,22.41,28.17
1317514,TGSA SOLID ORG NEOP,81445,1324,2/13/2023,662,397.2,607.716,1243.236,643.464,607.716,928.124,892.376,749.384,883.108,951.956,989.028,1243.236
1217571,DIPHENHY 2.5MG/ML 5M,,15,2/13/2023,7.5,4.5,6.885,14.085,7.29,6.885,10.515,10.11,8.49,10.005,10.785,11.205,14.085
1414527,EMBOLIZ PROTECT SYS3,C1884,2362,2/13/2023,1181,708.6,1084.158,2217.918,1147.932,1084.158,1655.762,1591.988,1336.892,1575.454,1698.278,1764.414,2217.918
1219693,LEVETIRACET 250MG TB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1218236,QUETIAPINE 25MG TAB,,16,2/13/2023,8,4.8,7.344,15.024,7.776,7.344,11.216,10.784,9.056,10.672,11.504,11.952,15.024
1532113,IV THER AD SEQ 1 HR,96367,790,2/13/2023,395,237,362.61,741.81,383.94,362.61,553.79,532.46,447.14,526.93,568.01,590.13,741.81
1120013,PACU LEV 3 EA ADD MN,,6.2,2/13/2023,3.1,1.86,2.8458,5.8218,3.0132,2.8458,4.3462,4.1788,3.5092,4.1354,4.4578,4.6314,5.8218
1211918,TOCILIZUMAB 1MG INJ,J3262,21,2/13/2023,10.5,6.3,9.639,19.719,10.206,9.639,14.721,14.154,11.886,14.007,15.099,15.687,19.719
1321079,SURG PATH GROSS LVL5,88307,804,2/13/2023,402,241.2,369.036,754.956,390.744,369.036,563.604,541.896,455.064,536.268,578.076,600.588,754.956
1210569,POTASSI CHL 2MEQ INJ,J3480,4.7,2/13/2023,2.35,1.41,2.1573,4.4133,2.2842,2.1573,3.2947,3.1678,2.6602,3.1349,3.3793,3.5109,4.4133
1410007,OTH STER SUPP LVL 7,,2371,2/13/2023,1185.5,711.3,1088.289,2226.369,1152.306,1088.289,1662.071,1598.054,1341.986,1581.457,1704.749,1771.137,2226.369
1210895,TACROLIMUS 1MG PO,J7507,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1660093,LE-FOOT 3V PLUS DR,73630,693,2/13/2023,346.5,207.9,318.087,650.727,336.798,318.087,485.793,467.082,392.238,462.231,498.267,517.671,650.727
7210366,PREGABALIN 25MG CAP,,41,2/13/2023,20.5,12.3,18.819,38.499,19.926,18.819,28.741,27.634,23.206,27.347,29.479,30.627,38.499
1211767,NOREPI 8MG D5W 250ML,,348,2/13/2023,174,104.4,159.732,326.772,169.128,159.732,243.948,234.552,196.968,232.116,250.212,259.956,326.772
1210498,THROMBIN 5000U RECOM,,310,2/13/2023,155,93,142.29,291.09,150.66,142.29,217.31,208.94,175.46,206.77,222.89,231.57,291.09
1210531,ESOMEPRAZO 20MG SUSP,,158,2/13/2023,79,47.4,72.522,148.362,76.788,72.522,110.758,106.492,89.428,105.386,113.602,118.026,148.362
1314661,CHLAMYDIA AB,86631,106,2/13/2023,53,31.8,48.654,99.534,51.516,48.654,74.306,71.444,59.996,70.702,76.214,79.182,99.534
1921216,IMM ADM EA ADD VACC,90472,59,2/13/2023,29.5,17.7,27.081,55.401,28.674,27.081,41.359,39.766,33.394,39.353,42.421,44.073,55.401
1217945,TRAZODONE 100MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1212647,FOSAPREPITANT 1MG IJ,J1453,7.7,2/13/2023,3.85,2.31,3.5343,7.2303,3.7422,3.5343,5.3977,5.1898,4.3582,5.1359,5.5363,5.7519,7.2303
1212365,EPIFIX SQ CM,Q4186,879,2/13/2023,439.5,263.7,403.461,825.381,427.194,403.461,616.179,592.446,497.514,586.293,632.001,656.613,825.381
1210181,ENOXAPARIN 10MG INJ,J1650,30,2/13/2023,15,9,13.77,28.17,14.58,13.77,21.03,20.22,16.98,20.01,21.57,22.41,28.17
1855202,COG SKL DV ADD15 OT,97130,265,2/13/2023,132.5,79.5,121.635,248.835,128.79,121.635,185.765,178.61,149.99,176.755,190.535,197.955,248.835
1218797,NIACIN 100MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
7210024,ALBUTER .083%INH 3ML,,31,2/13/2023,15.5,9.3,14.229,29.109,15.066,14.229,21.731,20.894,17.546,20.677,22.289,23.157,29.109
1814955,MNL THRPY-15 MIN PT,97140,281,2/13/2023,140.5,84.3,128.979,263.859,136.566,128.979,196.981,189.394,159.046,187.427,202.039,209.907,263.859
7211819,ABCIXIMAB 10MG,J0130,4854,2/13/2023,2427,1456.2,2227.986,4557.906,2359.044,2227.986,3402.654,3271.596,2747.364,3237.618,3490.026,3625.938,4557.906
1921235,URGENT CARE LVL 5 NP,G0463,325,2/13/2023,162.5,97.5,149.175,305.175,157.95,149.175,227.825,219.05,183.95,216.775,233.675,242.775,305.175
1217176,VALSARTAN 80MG TAB,,39,2/13/2023,19.5,11.7,17.901,36.621,18.954,17.901,27.339,26.286,22.074,26.013,28.041,29.133,36.621
1217257,CA CARB250-VITD125TB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
7210788,CLIND 12MG/ML D5W 50,,77,2/13/2023,38.5,23.1,35.343,72.303,37.422,35.343,53.977,51.898,43.582,51.359,55.363,57.519,72.303
1213880,ERYTHROMY 250MG DRTB,,37,2/13/2023,18.5,11.1,16.983,34.743,17.982,16.983,25.937,24.938,20.942,24.679,26.603,27.639,34.743
1612485,FL-BX NDL LUNG MEDIA,SURG,8106,2/13/2023,4053,2431.8,3720.654,7611.534,3939.516,3720.654,5682.306,5463.444,4587.996,5406.702,5828.214,6055.182,7611.534
1210971,OXYCODONE 15MG SR TB,,32,2/13/2023,16,9.6,14.688,30.048,15.552,14.688,22.432,21.568,18.112,21.344,23.008,23.904,30.048
1215226,DICLOFEN 1% GEL 50GM,,31,2/13/2023,15.5,9.3,14.229,29.109,15.066,14.229,21.731,20.894,17.546,20.677,22.289,23.157,29.109
1218194,K PHOS DI 3MM/ML 15M,,90,2/13/2023,45,27,41.31,84.51,43.74,41.31,63.09,60.66,50.94,60.03,64.71,67.23,84.51
1061473,CC-INS NT CVC GT 5YR,36556,5298,2/13/2023,2649,1589.4,2431.782,4974.822,2574.828,2431.782,3713.898,3570.852,2998.668,3533.766,3809.262,3957.606,4974.822
1414481,CONN TISSUE HUMAN 7,C1762,41476,2/13/2023,20738,12442.8,19037.484,38945.964,20157.336,19037.484,29074.676,27954.824,23475.416,27664.492,29821.244,30982.572,38945.964
1315878,ARSENIC,82175,162,2/13/2023,81,48.6,74.358,152.118,78.732,74.358,113.562,109.188,91.692,108.054,116.478,121.014,152.118
1315023,UA NONAUTO W-O SCOPE,81002,56,2/13/2023,28,16.8,25.704,52.584,27.216,25.704,39.256,37.744,31.696,37.352,40.264,41.832,52.584
1316706,DEF DRUG NOS MS 7PL,80377,53,2/13/2023,26.5,15.9,24.327,49.767,25.758,24.327,37.153,35.722,29.998,35.351,38.107,39.591,49.767
1610112,IR-HYSTERSALPINGOGRM,74740,1981,2/13/2023,990.5,594.3,909.279,1860.159,962.766,909.279,1388.681,1335.194,1121.246,1321.327,1424.339,1479.807,1860.159
1691198,IR-TRNSCTH THROM VEN,SURG,11887,2/13/2023,5943.5,3566.1,5456.133,11161.893,5777.082,5456.133,8332.787,8011.838,6728.042,7928.629,8546.753,8879.589,11161.893
1414103,BREAST IMPLANT 4,C1789,23503,2/13/2023,11751.5,7050.9,10787.877,22069.317,11422.458,10787.877,16475.603,15841.022,13302.698,15676.501,16898.657,17556.741,22069.317
1217008,ASPIRIN 300MG SUPP,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1218279,SIMETHICONE 80MG CHW,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1221196,AA425D5 W/LYTES 2000,,272,2/13/2023,136,81.6,124.848,255.408,132.192,124.848,190.672,183.328,153.952,181.424,195.568,203.184,255.408
1814988,PT EVAL- LOW CMP PTA,97161,633,2/13/2023,316.5,189.9,290.547,594.387,307.638,290.547,443.733,426.642,358.278,422.211,455.127,472.851,594.387
2270106,SLEEP STAGED 1 TO 3,95808,3888,2/13/2023,1944,1166.4,1784.592,3650.832,1889.568,1784.592,2725.488,2620.512,2200.608,2593.296,2795.472,2904.336,3650.832
8681002,CT-FNA W IMG ADD LES,MANUL,1429,2/13/2023,714.5,428.7,655.911,1341.831,694.494,655.911,1001.729,963.146,808.814,953.143,1027.451,1067.463,1341.831
265207,R&B M/S SEMI PVT TEL,,10744,2/13/2023,5372,3223.2,4931.496,10088.616,5221.584,4931.496,7531.544,7241.456,6081.104,7166.248,7724.936,8025.768,10088.616
1630028,CT-THORACNTSIS W IMG,32555,4645,2/13/2023,2322.5,1393.5,2132.055,4361.655,2257.47,2132.055,3256.145,3130.73,2629.07,3098.215,3339.755,3469.815,4361.655
1522132,BLD COLLECT VAD,36591,432,2/13/2023,216,129.6,198.288,405.648,209.952,198.288,302.832,291.168,244.512,288.144,310.608,322.704,405.648
1110825,AD PROCEDURE OR LV 5,SURG,4581,2/13/2023,2290.5,1374.3,2102.679,4301.559,2226.366,2102.679,3211.281,3087.594,2592.846,3055.527,3293.739,3422.007,4301.559
1612375,IR-RPL DUOD JEJ TUBE,49451,3512,2/13/2023,1756,1053.6,1612.008,3297.768,1706.832,1612.008,2461.912,2367.088,1987.792,2342.504,2525.128,2623.464,3297.768
1621517,US-KIDNEY TRANSPLANT,76776,790,2/13/2023,395,237,362.61,741.81,383.94,362.61,553.79,532.46,447.14,526.93,568.01,590.13,741.81
1315337,INTERLEUKIN-6,83529,108,2/13/2023,54,32.4,49.572,101.412,52.488,49.572,75.708,72.792,61.128,72.036,77.652,80.676,101.412
1061514,S-ILIAC REVAS W STNT,SURG,60052,2/13/2023,30026,18015.6,27563.868,56388.828,29185.272,27563.868,42096.452,40475.048,33989.432,40054.684,43177.388,44858.844,56388.828
1314759,WBC COUNT,85048,75,2/13/2023,37.5,22.5,34.425,70.425,36.45,34.425,52.575,50.55,42.45,50.025,53.925,56.025,70.425
1610012,HE-ORBITS 4V DR,70200,979,2/13/2023,489.5,293.7,449.361,919.281,475.794,449.361,686.279,659.846,554.114,652.993,703.901,731.313,919.281
1913283,ADM COV2 VAC (M) 1ST,0011A,60,2/13/2023,30,18,27.54,56.34,29.16,27.54,42.06,40.44,33.96,40.02,43.14,44.82,56.34
1314681,H PYLORI AB QL,86677,269,2/13/2023,134.5,80.7,123.471,252.591,130.734,123.471,188.569,181.306,152.254,179.423,193.411,200.943,252.591
1314010,"AUTO COMPONENT,PROCS",86890,1901,2/13/2023,950.5,570.3,872.559,1785.039,923.886,872.559,1332.601,1281.274,1075.966,1267.967,1366.819,1420.047,1785.039
1613776,S-JNT ASP INJ MAJ UN,SURG,957,2/13/2023,478.5,287.1,439.263,898.623,465.102,439.263,670.857,645.018,541.662,638.319,688.083,714.879,898.623
1314508,"UREA NITROGEN,QUAN",84520,101,2/13/2023,50.5,30.3,46.359,94.839,49.086,46.359,70.801,68.074,57.166,67.367,72.619,75.447,94.839
1061267,P-INS DUAL PAC SYS,SURG,49105,2/13/2023,24552.5,14731.5,22539.195,46109.595,23865.03,22539.195,34422.605,33096.77,27793.43,32753.035,35306.495,36681.435,46109.595
1140211,OR LEV 1 INI 15 MIN,SURG,7634,2/13/2023,3817,2290.2,3504.006,7168.326,3710.124,3504.006,5351.434,5145.316,4320.844,5091.878,5488.846,5702.598,7168.326
1610037,SP-T SPINE 2 VIEW DR,72070,423,2/13/2023,211.5,126.9,194.157,397.197,205.578,194.157,296.523,285.102,239.418,282.141,304.137,315.981,397.197
